text,stars,date,useful
"I *adore* Travis at the Hard Rock's new Kelly Cardenas Salon!  I'm always a fan of a great blowout and no stranger to the chains that offer this service; however, Travis has taken the flawless blowout to a whole new level!    Travis's greets you with his perfectly green swoosh in his otherwise perfectly styled black hair and a Vegas-worthy rockstar outfit.  Next comes the most relaxing and incredible shampoo -- where you get a full head message that could cure even the very worst migraine in minutes --- and the scented shampoo room.  Travis has freakishly strong fingers (in a good way) and use the perfect amount of pressure.  That was superb!  Then starts the glorious blowout... where not one, not two, but THREE people were involved in doing the best round-brush action my hair has ever seen.  The team of stylists clearly gets along extremely well, as it's evident from the way they talk to and help one another that it's really genuine and not some corporate requirement.  It was so much fun to be there!   Next Travis started with the flat iron.  The way he flipped his wrist to get volume all around without over-doing it and making me look like a Texas pagent girl was admirable.  It's also worth noting that he didn't fry my hair -- something that I've had happen before with less skilled stylists.  At the end of the blowout & style my hair was perfectly bouncey and looked terrific.  The only thing better?  That this awesome blowout lasted for days!   Travis, I will see you every single time I'm out in Vegas.  You make me feel beauuuutiful!",5,2017-01-14 21:30:33,0
I honestly love this location! Blanca is always so welcoming and friendly. Her personality definitely makes it a fun experience! Every time I come in my food is fresh or if I ask for it to be made fresh they will make it. We ordered the orange chicken and Kung pow chicken tonight and it was soooo yummy. I love coming back here because the staff makes me feel like I live in a small town where people know each other and say hi with a smile.,5,2017-05-13 05:04:14,0
"My boyfriend and I were really looking forward to a couple's massage on our vegas trip this memorial day weekend. I researched a lot of spas and reviews before choosing Episage, and I'm so glad I made the right decision. First of all, I called 5 different times to see if I could reschedule our appointment since our flight and times wouldn't allow us to make our original one. Each time they tried to find a new opening for us, and even a few hours before we went they scheduled us on a Sunday after I called. Nikki and Limmie were our therapists. They went above and beyond expectations for a massage!! They set the music to that that would fit my bf and I perfectly. They taught us (mistly my bf) all about tight and knotted fascia and stretching. Limmie went through a number of stretches and flexibility therapies on me. They had us laughing and having a good time the entire session, and we got educated without even realizing we were getting educated. My boyfriend is making sure he's stretching and treating his body better now after the session with Nikki and Limmie, and I now can't wait to come back to Vegas just to go see them for another massage! Best hour and a half ever! You won't be disappointed!!",5,2012-05-28 16:42:56,8
"Met a friend for dinner there tonight. The server only brought us one menu. After she brought us a couple of Cokes she didn't come to our table for 20 mins. After trying to get her attention a few times when she walked by we decided to just order off the bartender. We received the starters and the mains at the same time. The wings, brisket, and mac and cheese were alright at best. At this point we hadn't seen the server since she brought the food, so we had to go to the bar for more napkins and refills on the Cokes. The most we actually saw our server was when she hovered over us as we put the tip into the handheld credit card terminal.   Food was somewhere between okay and decent. Service was somewhere between piss poor and terrible.",1,2014-09-25 08:15:44,6
"My husband and I used to order from here more than I'd like to admit (almost weekly). The pizza is pretty mediocre, but it's really cheap and convenient. The cheesy bread, subs, chicken fingers, and onion rings are pretty delicious. We always order online (which I love), it's right around the corner, delivery is always under 45 minutes (yes, we're that lazy and really hate winter), and the delivery people are always super nice. Sadly, they had to go and screw up the good thing we had going.   Last time we ordered it was for pick-up as 20 years of junk food ordering has taught me pick-up to takes half the time of delivery. We ordered cheesy bread, a Philly sub, and onion rings. I asked for ranch instead of marinara with the cheesy bread and requested ranch for the onion rings.  I paid in advance and added a 20% tip (on take-out) thinking that would help make up for any ""inconvenience"" or cost of my ranch requests (we ordered the exact same thing for delivery the previous time with absolutely no problem, by the way). My husband showed up about 20 minutes after I ordered. Not only wasn't the food ready, but apparently they hadn't even started it and were in no hurry. He waited almost another HOUR (seriously--from ordering til he got home was an hour fifteen and it's about a one minute drive) to get our food. They didn't comp or discount or offer any vouchers or coupons or anything.   When we opened our food there were no sauces of any kind. I'd waited a long time and was starving and pretty pissed about this oversight after all that. I hopped in the car because, as I said, it's literally around the corner, and junk food just ain't the same without ranch for dippin.   I walked in. Everyone was in the kitchen (no one at the counter), but I was clearly seen, though nobody shouted a greeting or ""I'll be right with you."" Finally a girl walked toward the front, though again not at a speed that anyone in the restaurant business should use. I told her my husband had just waited a ridiculously long time for our take-out order and when he got home there were no sauces, could I just have like six containers of ranch that we should have gotten with our order. Now that may have been an excessive amount, but I had low blood sugar brain. And at this point I figured they'd throw anything at me to appease a dissatisfied customer (because they'd screwed up!). Instead, she looked at the computer and said she needed to get the person who took the order. Why? I have no idea. But she said she was new, so I said fine. She went in to the kitchen to tell another girl who dropped what she was doing to go tell an older man, who I assume is the owner, most certainly the boss. Expecting him to greet me with a smile and an apology, or at least a how can I help you, I was taken aback to get a brusk questioning of who I was and what I ordered. He also needed to look it up on the computer for some godforsaken reason. It was like they all had amnesia! You don't remember the tall skinny dude who JUST left after waiting for his order for an hour?! He told me what I ordered like I was on crack and what was the problem. I said yes, I know what I ordered, but I requested ranch, and even added a generous tip in case he wanted to charge me for it. Again, he rudely asked me how many I wanted, incredulous I was asking. It was like the freakin inquisition. Do they have a problem with ranch robberies??? Are people always walking in and making up stories about how they didn't get ranch with their orders?? He started taking containers out of the fridge. I was so upset by this point that I don't even know what he said that prompted me say ""Wow, you are really something else."" There were four containers of ranch on the counter which I snatched while I could and turned around to walk out, at which point he yelled after me how they're 75 cents a piece. I may have muttered something in return as the door was closing behind me.   I honestly think this was the most disrespectful customer service I have ever received. It certainly tops the list as worst interaction/confrontation with a stranger. I can't believe anyone would treat or talk to anyone like that, let alone a proprietor to a customer. I worked in a restaurant for seven years and one of the cardinal rules is own up and apologize when you make a mistake--99% of the time people will completely understand. Offer them a discount or a freebie and the mistake is completely forgotten.  I realize no one cares or will ever read this. My husband has already chastised me for wasting my energy on it, but I was just so incredulous about the entire thing. It was cathartic. I feel better. Though that will be of little comfort next time I want cheesy bread (with ranch!) and have to order elsewhere.",1,2014-01-17 03:27:38,6
This place looks hopeful on the outside but is actually pretty bad. My maple glazed salmon was very burnt and lacked flavor. The asparagus it came with was pretty disgusting and soggy. The waitress was great and the side Caesar salad I had was good. The experience was horrible simply due to the blasting crappy music as well. Probably don't eat here.,2,2015-08-19 06:30:41,2
"We arrived for our reservation at 7:15pm.  They seated us right on time.  The resturant was fairly loud at first but once the family dinner croed cleared out at 7:30pm it quieted down.  The food and service was outstanding, and at a very reasonable price.  I highly recommend Mimi's very a late dinner.",4,2017-02-19 14:12:26,0
"Guarantee you will leave with a full and happy tummy. Not only is the good great, the customer service here is amazing. Can't beat their complementary bean dip and salsa! Food is always fresh and never disappointing. Fajitas are always a good choice and when you order the fresh guac, they'll prepare it at your table! It's like dinner and a show! Will definitely be back whenever I'm in town!",5,2014-10-27 02:26:54,0
"the few times i ordered from here i was greatly disappointed. freezer burned strawberry ice cream, microwaved food and run of the mill breakfast.",1,2017-07-28 18:10:13,0
Had a good protein omlete. Flavorful food and staff was friendly. I will go back and try some of the other dishes.,4,2018-09-14 02:34:04,0
"Unbelievable experience start to finish.  We had a reservation for 9pm Saturday. When we arrived our table wasn't ready yet but the host asked if we wanted drinks and took our drink orders. There is no drink menu here - the staff is the drink menu- which was nice. Everyone is very knowledgeable and quick with recommendations.  Our party was big so we were seated outside on the patio which was enclosed and heated.  The menu changes a lot apparently and there is also a pretty big specials menu. For apps we got oysters, a sea urchin (from the specials menu), the foie gras terrine (from the specials menu), and the veal tartare. Everything was incredible and pairings were perfect. For example the bread that came with the foie gras was completely different than the toast served with the veal tartare which was completely different than the bread we were served with butter and pickles while we were waiting for our starters.  For dinner everyone got the lobster spaghetti. The portion was way big enough for two after apps and it was incredibly rich between the sauce, bacon and huge lobster chunks. Each order of the pasta comes with half a lobster.  Every wine pairing we tried was amazing.  Unfortunately we had no room for dessert but the meal was definitely above out expectations.   Expect to be here for a while. Our reservation was at 9 and we only finished eating at 11:37- and we're not slow eaters. I think the wait had to do with our party being big and the rest of the place being packed",5,2017-04-30 03:37:51,2
"We ate there yesterday for the first time. My husband ordered fish tacos and I had the five shrimp with sticky rice. He loved his dish. The fish had a nice, slightly spicy sauce on them. It was Mahi Mahi. The shredded veggies were also just perfect. He said he would order it again. I also liked the dish I had. The asparagus was delightful. The rice section was very bland, but our waitress brought some soy sauce for me. This improved everything. I would just ask for soy sauce when ordering this dish again. I would order it again. We also shared a small dessert in a glass. It was boston cream pie. Very tasty. I was happy they had the nice, little desserts. Anything else would have been too much. It was perfect. We will definitely go back. The prices were very reasonable.",4,2011-02-13 20:47:40,0
"Five stars! I highly recommend this place if you're in the mood for authentic Latin American cuisine. Coming from someone raised in Latin America, I'm usually skeptical of restaurants that claim to have Latin American food because although the dishes try to imitate Latin American styles, they usually come up short and completely miss the subtle flavors that make these dishes what they're supposed to be. However, Chica completely nailed it. The whole chicken with chimichurri is a must-have (we shared it among four people) and the small dishes were delicious as well. The mini arepas that came with the guacamole were a really nice surprise and the empanadas were simply amazing and tasted just like the ones back home. Besides that, the latin music was on point and the cocktails were great too!",5,2018-04-27 18:59:14,0
"First, the good things.  The Chili Chicken is awesome.  My wife and I both love it as it is spiced well and different than what we have had at other restaurants.  The Nan was also fluffy and not greasy. The Peas Palau was also unique with fruit and nuts.   Now the challenges.  I have been here several times and although they say Dosa on the online  menu and also on some signs in the restaurant, I have yet to be there when they can actually serve it. The beans in the Chana Masala were undercooked both times we ordered it.  They also don't make Dall.  What Indian restaurant doesn't make Dal?  Still too early to give them 2 stars but hope they get consistent on what they can serve.",3,2012-08-14 23:37:12,4
"A tale of two locations (AKA: AVOID 7700 S Autoplex, GO TO 616 W Baseline)  First the good: 616 W Baseline  I have been a loyal repeat customer of Cobblestone Auto Spa ever since I encountered Jared, one of the managers at the 616 W Baseline.   The first time I went there I had my car detailed for $150 after discounts. The detail had been a little rushed because the location was extra busy that day and they were also short staffed. As a result there appeared to be some minor scratching. Jared was immediately on the ball and worked to have the scratched buffed out and fixed. I was very impressed with him as I watched and saw him masterfully handle other customer issues like mine. I was impressed enough that I told the man to his face that I was going to be a loyal customer directly as a result of his good work.  I am not good with names or dates, but I remember this man's name, because he does his job with pride. After Jared, I became a fastpass customer and still remain one.  COBBLESTONE, PAY CLOSE ATTENTION! THIS IS THE KIND OF EMPLOYEE YOU NEED MORE OF!  Now the Bad: 7700 S Autoplex  I first went to this location because I needed an oil change and the 616 location does not do oil changes. I got a heavy up-sale routine but went with it anyway. I also got a wash that was far below the standards of the 616 location. I let that all slide, as just being an off day.  I then went a second time for a wash, also below standard. I also let that slide.  I then went to get a wash yesterday. Not only was the wash worse than ever, but the car interior looked worse coming out than it did before I came! To begin with the carpets were barely vacuumed at all. There was dust and small dirt everywhere never even attempted to be cleaned. The only real evidence that they did anything was white stuff rubbed into the grain of dash around the driver's side air conditioning vent. There were also several new white smudges on the back of the seats as well as the seat back and headrests of both sides of the back seats.  When I pointed out the mess on the dash, initially they tried to say this was the dash paint wearing off. I was able to remove some of this white stuff (that looked a lot like a car wax) with my thumb nail. The manager, who I do not remember his name (nor is he worthy of being remembered) wanted to just get his day over and wanted to fill out a damage report. I remained reasonable but refused to just drop it because I knew they caused the problem. At this point 3 of the employees were involved and seemed more concerned with getting the day over than fixing the problem. They were disrespectful and discourteous.  Finally after they saw the light of day that it was not damage, but just some stuff that they managed to smear into the dash. They asked me to come back the next day. Obviously fixing the problem right then was just too much effort.  I went home, frustrated but moderately satisfied that the car would be fixed the next day.  The next day while examining the contents of the back seat that were just tossed about with no care, and no effort to clean anything, I discovered a pair of women's panties placed in the center of the floor of the back seat. Keep in mind that the floor mats were not vacuumed, but tossed on the back seat.   I knew these were not my wife's who is a small woman because these were of a rather robust size. Also these were obviously clean panties, so I gather that one of the employees has a fat girlfriend or wife who is missing something from the laundry.  I suspect these were a gift for my complaining about the condition of the car and the fact I was making them late from rushing home to see the next episode of moronic reality TV.  As a result I was livid. I had tried to be cooperative and reasonable and was rewarded with this insult added to injury.  I went to the 7700 location immediately and complained. They clearly found the actions of the yet undetermined employee very humorous, and were going to make no attempt to secure an apology or terminate the maleficent employee.   They reluctantly looked at fixing the area of the dash they had messed up, and made a halfhearted attempt to fix it. At this point the dash looked a little better but not the same as it did when I brought the car in. I was tired of dealing with these lazy incompetent fools who had no pride in their work and decided to take the car back to the 616 location.  Jared to the rescue:  I took the car directly to the 616 location and saw Jared busily working with his staff. I pulled up and was greeted courteously by one of the staff. After being checked in I called out to Jared and explained the situation to him. He dutifully sought out to resolve this issues and return my car to its former glory.  This was not his problem, his staff did not cause it but he fixed it.  Lesson: NEVER GO TO THE 7700 LOCATION! ALWAYS GO TO THE 616 LOCATION!  COBBLESTONE, BAD MANAGERS MAKE FOR A BAD STAFF. GREAT MANAGERS MAKE FOR A GREAT STAFF.",5,2015-06-21 00:25:48,1
"Juan's is ALWAYS busy because it's ALWAYS good. It's great food, but the excellent, friendly service is what keeps people coming back. I've been here dozens of times...date nights, with family, with kids, girls nights. Always wonderful. Try the shrimp ceviche!",5,2018-05-28 20:23:06,1
"Very pleased with everything I've bought here: scallops, salmon, halibut, trout.  The owner provides great customer service. They just started carrying low acid coffee which we used to have to buy from Trader Joes in Chicago. Ask to receive the fish and meat emails.",5,2013-10-03 11:36:25,10
"The meal is decent. We ordered a chicken souvlaki and the chicken was freshly grilled and the potatoes was in good portion.  The greek salad that came with it was a little disappointing. They didn't even use greek dressing on it. I think it was just italian or something. Not that great, I used some of the tzatziki sauce as dressing.   Price is maybe double compared to a Mr.Greek on a food court somewhere.",3,2014-06-27 22:19:57,0
"This Pita Jungle is located in the food court at the Scottsdale Fashion Square Mall. Out of all the eateries in the food court, this is by far and away the healthiest. There are some vegetarian and vegan options for those looking for a meat-free dish. The lentil soup is super yum and they have some great dishes I haven't seen anywhere else. They have several locations in the valley. The one on Ray and Dobson has a patio right next to a small lake. It's a great location, but can get crazy busy, especially during lunch on the weekends or on gorgeous days.",5,2012-05-28 21:29:47,1
One word:  Amazing!!  Real southern food - will NOT disappoint.  And I know southern!  Chef Austin took great care of our group for my Bday celebration in Vegas. Not easy to please everyone at a large table of picky eaters looking for a taste of home!  Fried chicken was perfection - seasoned so well!  Can't wait to return.,5,2015-12-20 21:23:42,0
"Of course the food is good, employees are nice but I have never been to a slower Chick-fil-A in my life. I sat through the drive thru for 20 mins. Chick-fil-A is always super fast but these people seemed to have zero urgency. Extremely annoying.",2,2018-05-08 16:38:56,0
"Below average food. The service can be spotty, depending on the time of day.  Just..look elsehwere. I'm surprised they are still in business.",1,2015-05-26 10:48:16,0
"New to Calgary, we did our homework on line and settled for Capo for one of our first meals out. Did not disappoint! A 9 table restaurant, intimate, contemporary but not stuffy decor, washrooms spotless, service friendly and on point. They truly want your dining experience to be a cut above the rest. They are attentive without being intrusive and the FOOD.... the gnocchi was suggested to us by a guest seated nearby who heard we were new to town. This selection was wonderful, pillowy dumpling puffs with lobster and truffle oil... I was sold! My husband and I shared this plate of deliciousness and the restaurant will split the plate for you in the kitchen, no problem. The fresh bread came with shallot butter - WOW, a must try, I love flavoured butters! For the main meal trio, I got the Dock Side which is a perfect scallop, perfect shrimp and the most tender, buttery fish filet once can ask for. My husband chose the meat option and he too could only describe his filet as ""butter"" and loved everything else that accompanied it. The small hot pots with the fresh veg inside in a butter broth were hits as well! The sparkling volcanic water was a nice change for us and the wine list was beyond impressive. We each had one glass, a red and white. MMMMM! Everything here is 100% Italian including the waiters and it was so nice to see how knowledgeable they are about the menu and passionate about what they serve! The chef obviously took a lot of pride in her work and created for us, THE perfect plates! The end of the meal sadly came and although we were stuffed, we chose to share the lemon curd with berries plate to cleanse the palate. The best choice we could of made - or was it?! We will have to find out next time we come! We enjoyed the location of Capo in Inglewood, quite central and the waiter who called a taxi for us even waited with us outside chatting with us until the cab came. What a gem of an eatery if you can afford to splurge now and then! A highlight of my week and would recommend to anyone!",5,2011-11-30 07:57:26,0
"The beauty salon business does well around this area. There's many!  Dimple's was no great shakes. It was conveniently located to where I was running errands, and brown (so I knew eyebrow threading would be inexpensive and ace).  Eyebrow threading is $4. That's usually what it goes for at these places. No taxes on cash payments! I am not being racist but white places charge more and they don't do a great job. So, always find an Indian or Arab place to go to for threading.   It hurt. But I came out looking fabulous! #worthit",4,2015-07-16 13:26:20,0
"I've heard great things about Toast for breakfast and lunch so thought we might get it a try for dinner...  We walked in around 6:30pm on a Friday night,  the restaurant was about half filled. There were plenty of seats in the the front of the restaurant but our party of four was seated in the very back beside the bathrooms and back door.  We sat there for a few minutes (not wanting to be difficult or affecting the order in which the servers were sat)  but  we really couldn't take the cold draft from the back patio door and constant bathroom visits.  We politely ask if we could move to the front.  The hostess obliged but didn't seem too happy about it.  The same server continued to wait on us once we sat in the front (we were glad because we did not want to make him lose a table) .   We were brought a loaf of soft bread to table, pretty tasty but the butter is a little different.  It is a sweet butter with orange zest.   We were told they were out of the ricotta ravioli (the dish I happened to be eyeing) but was told they can substitute the mushroom ravioli.  I ordered the mushroom ravioli,  my husband the lasagna, our friends ordered the chicken pot pie (all white meat), and chicken Marsala with ravioli side.   The server came back out and told us there was only enough ravioli for one of us...... so my friend changed his order to the green beans and mashed potato side. When our  meals came out they served him ravioli, he was told by the server they found some ravioli in the back- um okay, would have been nice to know before he got his meal as he was already looking forward to eating the dish he thought he ordered.  He was served a 2 mushroom ravioli and 1 ricotta (which he said was much better than the mushroom).  I was told by my friends that the chicken Marsala and chicken pot pie were good. My husband's lasagna was good but very rich!! I could only eat a couple bits, he couldn't finish it.  My mushroom ravioli was bland and tasteless. The cream sauce was very watery. I did not enjoy my main dish at all.   On the bright side though, we all got salads and really enjoyed them. I had the small blue wedge salad. It was a large portion with fresh cooked crispy bacon on top. Really good!   Our server disappeared  while we were eating our meal.  The lady who had been refilling our waters took over our table and closed our checks.  As we were leaving, we see our server  sitting behind the bar, playing on his phone and chatting with other guests.... We probably will not be returning to Toast for dinner. It just seemed way to pretentious and we were not impressed by the food or the 93.5 sanitation grade.",2,2013-12-28 22:45:05,8
"This was a great find near Pittsburgh alternative to down town scene. Ambiance was great on the deck by the river, and service was excellent (Thanks Melisa for history lessens!). Seafood including Oysters were fresh and well prepared. Price was reasonable for ""Prefix"" menu including scrumptious dessert.  What an evening to end a fantastic summer day in Pittsburgh.",4,2011-06-29 02:06:30,0
"This place is so awesome! The food is so good, I haven't had crepes this good in years! People are friendly and they have a good barista along with a ton of different drinks. Only down side is they are only open until 2 :(",5,2014-05-07 19:39:05,0
"Was recommended to try this place by few people and today was my first time here. All I can say is, I am coming back very soon.  SERVICE Wasn't sure if the guy was the owner but he was friendly and talked story while we waited for our food. Loved it!! Food came out within 10 min.   FOOD Tried hamburger steak and it was so delicious. Gravy/sauce they put on the hamburger steak was perfect! Also came with onion rings on top which I love. Chicken katsu was amazing! Chicken katsu here is crunchy and surprisingly has a flavor by itself that you really don't need a sauce for it. Best chicken katsu I had.   OVERALL It was a journey to get to this place as it took about 30min from my house but the service and food here made it worth the drive. I also love how they had a poster of Keali'i Reichel. (They had other posters but Keali'i Reichel happens to be my favorite). Place is clean, service is fast and friendly and food is delicious. What more could you ask for?",5,2014-10-11 05:16:15,2
"Azzip Pizza is literally SO good. I have been there so many times and each time I get a ""Big Zip"" for $8.22. The place is amazing and the pizza cooks in about 2 minutes. It is the build your own concept and I have never had a bad experience there. Also, I go there about 4 times a week.. Don't worry I hit the gym, sometimes..",5,2017-03-03 18:53:37,1
Great food. Try the chop its huge.friendly service and down home atmosphere.,5,2012-04-28 09:28:54,0
"We ate here for a friend's birthday before seeing Ka (theater is right next to this restaurant in the MGM Grand). It's a great before/after show restaurant. We had a reservation and were seated right away after checking in with the hostess. The restaurant is open, so you can see the bar, kitchen, and casino floor.  I ordered the special that night, which was pappardelle pasta, a chunky tomato sauce, shredded lamb, kale, truffle-infused breadcrumbs, and freshly shredded parmesan. I was torn between several items on the menu, but I wanted a special since I was in Vegas for the weekend. It was phenomenal! I rarely eat lamb, and this was delicious. It was incredibly tender and tasted delicious. The sauce was very thick, almost like tomato chunks, but I didn't even feel like I was eating a tomato sauce. The balance of sauce, meat and kale was absolutely perfect.  I also had their moscow mule. Cocktails were expensive, so I decided to go for one that was all alcohol. Others in our group had several cocktails that were all extremely tasty. Additionally, I tried a few bites of what my friends had. I had a bite of the spaghetti and meatballs. The meatball melts in your mouth, and the sauce was phenomenal. The linguini and clams came in the most decadent white wine sauce with perfectly prepared clams. The french onion soup was rich, buttery, and tasted phenomenal.   They brought us a chocolate cheesecake as the complimentary birthday dessert and wrote ""Happy Birthday"" in raspberry sauce. The cheesecake had chocolate drizzled on top and edible pearls garnishing the plate. The waiter said it was always a surprise as to what the chef prepared for the complimentary birthday dessert.  Yes, this restaurant is pricey (although not by Vegas standards). However, you will have an excellent meal and receive spectacular service. The waiter took excellent care of us. He was really funny and made sure everything came out perfectly. The bussers constantly refilled water and ensure we had everything we needed. This is an incredibly unique, delicious restaurant.",5,2017-01-02 03:36:36,1
"Trs bon poulet avec la petite sauce piquante c'est succulent . Beaucoup trop de frite dans les assiettes . Il n'y a pratiquement pas de place dans l'tablissement et il faut souvent faire la file pour commander . Mieux vaut prendre en take out . Jai pas goter  la Poutine mais a va l'air intense . J'ai eu envie de donner trois toiles tant donn la file et le peu de place , mais tant donn qu'il s'agit d'une des meilleures rtisserie portugaise ( oublier l'infme Piri Piri ) je lui en ai mis quatres .",4,2015-12-20 20:32:43,0
"I honestly didn't find this place to be all that.  Don't get me wrong its a nice modern place but I can find better made items that Honey Salt offers for way cheaper price.  The only good thing that I was blown away by is their Fried Calamari.  That was a pretty legit dish.  Their biloxi buttermilk fried chicken sandwich I believe i can get somewhere else for cheaper and made better.  We also got their Caesars Salad and that was literally 14 dollars for some salad with a touch of caesars dressing and some cheap ""free range"" chicken breast that was grilled.  Overall not too impressed with what they served.  And this is on a hunch but if bread was given to everyone as an opener then they most def didn't care for us.  Everyone else had bread on their tables but us, don't know if you had to order it or not.    Again, overall the place is well lit and looks great.  Foodwise....id go somewhere else.  As a local i should've known better but wanted to try something new.  Now i know, i won't go back.  There are other places around town to get same food for cheaper price and same quality. Good luck.",2,2013-01-27 17:41:43,1
"Party of 3 ordered the fish tacos, pork belly banh mi, corn beef hash Benedict, and bam ham. Everything was delicious, esp the pork belly banh mi. It's tender and juicy and the baguette was nicely toasted. Love the crispy fish taco too. Their compliment chips and salsa were fresh and super good and crispy. Service was excellent. Our waitress did a great job checking up on us and serving us. I really want other food options too but I'm too full. Next time i visit i will definitely come back.",5,2018-05-28 20:56:05,1
Beef plate as well as the chicken were delicious. The soup was amazing with the freshly brewed tea.,5,2017-03-03 19:32:59,1
"Bruh, I'm a stickler for good wings.  Like to the point I can only eat them from about 4 places and I find those places to usually be inferior to the ones I make with my brother.  This place is a grade A dive and dump.  It is small, old, and needs remodeled,  but the wings are still great!  They get crispy right.  And, the service was nice too.  The Buffalo  (seems like a standard combo of whirl and franks) someone is mixed in a way that exceeds other standard buffalo combos.   Also enjoyed the dry cajun.  The sirachi were a bit of a miss though.  Also, get the fries.  Get a small because they give you so many, but man they are good.  In short, take it from a wing expert...  the bad reviews are bunk or are based on that customer having bad service.",4,2016-08-25 13:12:22,1
"I cannot believe how things have changed in 3 years. I picked up duck congee sometime in the winter when my hubby was sick.  I was very disappointed because the ginger fish sauce tasted like it had gone bad (it should never be bitter).  Today, my hubby wanted to eat there since he was craving the duck congee and most places don't serve the duck & coleslaw side. We waited about 10 minutes to get our menu.  After we placed our orders, we waited another 5 minutes to get the tea that most places bring with the menu.  I could go on with the details but the gist of the story is they were understaffed or the staff was slow.  The worst part of it was that the service.  The servers make us feel bad for asking for anything (like when they took our order).  We had arrived and placed our order before another couple bside us at least 10 minutes ahead but somehow, this couple received their pho before mine.  They were almost done eating their pho before mine came out.",1,2012-07-16 00:37:14,1
"Fresh food, tasty, and amazing service are the 3 characteristics that come to my mind when thinking about this place. However price is a big downside. Went there on a Tuesday night, did not have to wait for a table and service was quick and the staff was very friendly. The menu options are pretty limited but definitely focused on providing the most typical Portuguese experience.  One major downside: the food portions are extremely small for the price you pay. The value for money clearly isn't fair considering they are dishes tapas style. In a regular restaurant you'd get real size dishes for the price you pay for tapas there.  2 mini starters, 2 entrees (tapas style) shared + 1 desert with one glass of wine gave us a $90 bill and we left without feeling full. The desert was a caramel fondant with pear ice cream, probably the only thing we ate that was so incredible we would have paid twice the price for. Otherwise it was too pricy. I will definitely go back once they revise their price!",3,2017-04-19 11:38:43,0
Just ok. Not a fun true busy dim sum place and I'm so sure they don't make their own food. Won't be back soon.,2,2017-02-19 08:49:25,0
"Amazing Burgers. The combinations of ingredients is Fantabulous   It's difficult to have a favorite and yes, I've had every item on the menu",5,2017-12-02 18:37:50,0
Was very excited for happy hour and heard great things. Food was less then average we were charged $10 for BREAD.  Most apps were greasy or fried and still spent $250 on happy hour menu for a group of 4. First review on yelp so cared enough to take the time to write this. Sorry won't come back.,1,2017-05-26 02:22:41,0
"This random hole in the wall is located in the Park Rd. shopping center.  I had never heard of it until that fateful St. Patricks day when another beer was in order.  After making my way there and enjoying the patio, I decided the food was my next venture.  After my second, alcohol only, visit, I was excited to taste what vegetarian options they had.  I had the grilled cheese with spicy asparagus and portobello.  Let me tell you...grilled cheese is amazing, add a few interesting touches, it becomes addicting.  I was very happy with my sandwich.  Also, they have a very tasty appetizer of Goat Cheese Fritters with a red wine sauce.  Goat Cheese is one of my favorites and frying anything makes it better. I was in love.   Ther service is great and they can accomadate large groups, the few times I've been has been with 7-20 people.  Great staff, awesome menu choices, I'll be going back",4,2012-04-28 13:35:52,0
Very disappointing.  Overpriced mediocre food.  Refried beans served with fajitas were so hot that they not only burned my tongue but throat as well.,2,2017-01-14 23:15:06,2
Had the lemon grass chicken. It was amazing. The ambience is great ! I highly recommend this if your looking for good Vietnamese,5,2016-01-30 02:01:38,1
"I made a yelp account just so I could write this review, that's how rude the staff is here! The first time I came here I thought maybe it was just a one time thing. But they are consistently, unfailingly, disrespectful. I will never in my life come back here again.",1,2016-05-19 04:31:14,0
"I don't normally like to do this, but I have to after the terrible experience I just had. Centurylink has the WORST customer service I've ever experienced. Two weeks ago I put in my order and the tech was scheduled to come in yesterday. Nobody showed up and nobody called to reschedule. Today I called, was on the phone for almost two hours, transferred to four people and was told they had to reschedule for Thursday, there was nothing they could do to help me earlier. I even talked to a supervisor who was the worst ""supervisor"" I've ever dealt with. Two hours later and I now have to wait until Thursday. Nobody apologized, nobody seemed to care. I told them if they don't come Thursday I'll be cancelling my service and going with Cox. Also, this whole time I was on their site talking with a live customer service rep online trying to figure this out, but all they told me was they couldn't do anything. So today's Worst Company Award goes to Centurylink.",1,2017-07-18 17:47:09,2
"Had a groupon so it was a good price. Variety of balls available if you dont have your own. You need to use an 8 lb ball if you want bumpers. Our lane broke down repeatedly, it even gave up and powered itself off one time.",3,2018-01-21 06:31:27,0
"i did not stay at this hotel but i did visit the hotel and the shops. Beautiful place!!!! not too crowded, very quiet and peaceful... I love this place. This hotel is located on the strip on the north end.. It's less crowded on the north and there is a mall right across the street. This hotel has many high end stores for shopping such as LV, Cartier, etc, but there is a regular mall across the street with Macy's, forever 21, etc..  The gondola rides are nice, but short!! it's 19.95 a person and it's 10mins long. They can stay in doors and out doors with the gondola. I heard out door is better at night because of the lights. Great overall experience, wonderful restaurants, awesome shops..",5,2015-03-18 18:12:29,0
"Do your research people, this place is completely unprofessional. I went in for a Juvederm procedure in my lips, and I was very disappointed by the way I looked right after the procedure and even several weeks after. My lips were extremely painful, swollen, bruised, and disproportioned. This place is not a good place to go to for lip augmentation, be aware. Choose a good MD.",1,2016-05-19 04:33:02,9
"I love this place! I started my Bootcamp workout here, 2 weeks ago, and already I lost 8lbs. I bought another weighing scale just to double check, lol!! Well because i can't believe it! I came almost everyday & I love all the coaches! Everyone come here with the same mission & goals, so this really help you to keep motivated! The meals plan for weight loss that my coach gave me really worked & I really felt amazing!",5,2015-06-08 18:21:10,2
"Not a 5 Star hotel, but still worth checking out. You can't beat the location either....",4,2014-02-05 18:10:33,1
